system:time_start,O3_column_number_density
"Dec 1, 2019",
"Dec 1, 2019",
"Dec 1, 2019",
"Dec 1, 2019",
"Dec 1, 2019",0.131
"Dec 1, 2019",
"Dec 1, 2019",
"Dec 1, 2019",
"Dec 1, 2019",
"Dec 1, 2019",
"Dec 1, 2019",
"Dec 1, 2019",
"Dec 1, 2019",
"Dec 1, 2019",
"Dec 2, 2019",
"Dec 2, 2019",
"Dec 2, 2019",
"Dec 2, 2019",
"Dec 2, 2019",0.123
"Dec 2, 2019",
"Dec 2, 2019",
"Dec 2, 2019",
"Dec 2, 2019",
"Dec 2, 2019",
"Dec 2, 2019",
"Dec 2, 2019",
"Dec 2, 2019",
"Dec 2, 2019",
"Dec 3, 2019",
"Dec 3, 2019",
"Dec 3, 2019",
"Dec 3, 2019",
"Dec 3, 2019",0.116
"Dec 3, 2019",
"Dec 3, 2019",
"Dec 3, 2019",
"Dec 3, 2019",
"Dec 3, 2019",
"Dec 3, 2019",
"Dec 3, 2019",
"Dec 3, 2019",
"Dec 3, 2019",
"Dec 3, 2019",
"Dec 4, 2019",
"Dec 4, 2019",
"Dec 4, 2019",
"Dec 4, 2019",0.114
"Dec 4, 2019",
"Dec 4, 2019",
"Dec 4, 2019",
"Dec 4, 2019",
"Dec 4, 2019",
"Dec 4, 2019",
"Dec 4, 2019",
"Dec 4, 2019",
"Dec 4, 2019",
"Dec 4, 2019",
"Dec 5, 2019",
"Dec 5, 2019",
"Dec 5, 2019",
"Dec 5, 2019",
"Dec 5, 2019",0.117
"Dec 5, 2019",
"Dec 5, 2019",
"Dec 5, 2019",
"Dec 5, 2019",
"Dec 5, 2019",
"Dec 5, 2019",
"Dec 5, 2019",
"Dec 5, 2019",
"Dec 5, 2019",
"Dec 6, 2019",
"Dec 6, 2019",
"Dec 6, 2019",
"Dec 6, 2019",
"Dec 6, 2019",0.123
"Dec 6, 2019",
"Dec 6, 2019",
"Dec 6, 2019",
"Dec 6, 2019",
"Dec 6, 2019",
"Dec 6, 2019",
"Dec 6, 2019",
"Dec 6, 2019",
"Dec 6, 2019",
"Dec 7, 2019",
"Dec 7, 2019",
"Dec 7, 2019",
"Dec 7, 2019",
"Dec 7, 2019",0.12
"Dec 7, 2019",
"Dec 7, 2019",
"Dec 7, 2019",
"Dec 7, 2019",
"Dec 7, 2019",
"Dec 7, 2019",
"Dec 7, 2019",
"Dec 7, 2019",
"Dec 7, 2019",
"Dec 8, 2019",
"Dec 8, 2019",
"Dec 8, 2019",
"Dec 8, 2019",
"Dec 8, 2019",0.119
"Dec 8, 2019",
"Dec 8, 2019",
"Dec 8, 2019",
"Dec 8, 2019",
"Dec 8, 2019",
"Dec 8, 2019",
"Dec 8, 2019",
"Dec 8, 2019",
"Dec 8, 2019",
"Dec 9, 2019",
"Dec 9, 2019",
"Dec 9, 2019",
"Dec 9, 2019",
"Dec 9, 2019",0.123
"Dec 9, 2019",
"Dec 9, 2019",
"Dec 9, 2019",
"Dec 9, 2019",
"Dec 9, 2019",
"Dec 9, 2019",
"Dec 9, 2019",
"Dec 9, 2019",
"Dec 9, 2019",
"Dec 9, 2019",
"Dec 10, 2019",
"Dec 10, 2019",
"Dec 10, 2019",
"Dec 10, 2019",0.133
"Dec 10, 2019",0.135
"Dec 10, 2019",
"Dec 10, 2019",
"Dec 10, 2019",
"Dec 10, 2019",
"Dec 10, 2019",
"Dec 10, 2019",
"Dec 10, 2019",
"Dec 10, 2019",
"Dec 10, 2019",
"Dec 11, 2019",
"Dec 11, 2019",
"Dec 11, 2019",
"Dec 11, 2019",
"Dec 11, 2019",0.138
"Dec 11, 2019",
"Dec 11, 2019",
"Dec 11, 2019",
"Dec 11, 2019",
"Dec 11, 2019",
"Dec 11, 2019",
"Dec 11, 2019",
"Dec 11, 2019",
"Dec 11, 2019",
"Dec 12, 2019",
"Dec 12, 2019",
"Dec 12, 2019",
"Dec 12, 2019",
"Dec 12, 2019",0.149
"Dec 12, 2019",
"Dec 12, 2019",
"Dec 12, 2019",
"Dec 12, 2019",
"Dec 12, 2019",
"Dec 12, 2019",
"Dec 12, 2019",
"Dec 12, 2019",
"Dec 12, 2019",
"Dec 13, 2019",
"Dec 13, 2019",
"Dec 13, 2019",
"Dec 13, 2019",
"Dec 13, 2019",0.151
"Dec 13, 2019",
"Dec 13, 2019",
"Dec 13, 2019",
"Dec 13, 2019",
"Dec 13, 2019",
"Dec 13, 2019",
"Dec 13, 2019",
"Dec 13, 2019",
"Dec 13, 2019",
"Dec 14, 2019",
"Dec 14, 2019",
"Dec 14, 2019",
"Dec 14, 2019",
"Dec 14, 2019",0.143
"Dec 14, 2019",
"Dec 14, 2019",
"Dec 14, 2019",
"Dec 14, 2019",
"Dec 14, 2019",
"Dec 14, 2019",
"Dec 14, 2019",
"Dec 14, 2019",
"Dec 14, 2019",
"Dec 14, 2019",
"Dec 15, 2019",
"Dec 15, 2019",
"Dec 15, 2019",
"Dec 15, 2019",0.145
"Dec 15, 2019",0.144
"Dec 15, 2019",
"Dec 15, 2019",
"Dec 15, 2019",
"Dec 15, 2019",
"Dec 15, 2019",
"Dec 15, 2019",
"Dec 15, 2019",
"Dec 15, 2019",
"Dec 15, 2019",
"Dec 16, 2019",
"Dec 16, 2019",
"Dec 16, 2019",
"Dec 16, 2019",
