system:time_start,O3_column_number_density
"Jul 31, 2020",
"Jul 31, 2020",
"Jul 31, 2020",
"Jul 31, 2020",
"Jul 31, 2020",
"Jul 31, 2020",
"Jul 31, 2020",0.116
"Jul 31, 2020",
"Jul 31, 2020",
"Jul 31, 2020",
"Jul 31, 2020",
"Jul 31, 2020",
"Jul 31, 2020",
"Jul 31, 2020",
"Jul 31, 2020",
"Aug 1, 2020",
"Aug 1, 2020",
"Aug 1, 2020",
"Aug 1, 2020",
"Aug 1, 2020",
"Aug 1, 2020",0.118
"Aug 1, 2020",
"Aug 1, 2020",
"Aug 1, 2020",
"Aug 1, 2020",
"Aug 1, 2020",
"Aug 1, 2020",
"Aug 1, 2020",
"Aug 1, 2020",
"Aug 2, 2020",
"Aug 2, 2020",
"Aug 2, 2020",
"Aug 2, 2020",
"Aug 2, 2020",
"Aug 2, 2020",
"Aug 2, 2020",0.118
"Aug 2, 2020",
"Aug 2, 2020",
"Aug 2, 2020",
"Aug 2, 2020",
"Aug 2, 2020",
"Aug 2, 2020",
"Aug 2, 2020",
"Aug 3, 2020",
"Aug 3, 2020",
"Aug 3, 2020",
"Aug 3, 2020",
"Aug 3, 2020",
"Aug 3, 2020",
"Aug 3, 2020",0.117
"Aug 3, 2020",
"Aug 3, 2020",
"Aug 3, 2020",
"Aug 3, 2020",
"Aug 3, 2020",
"Aug 3, 2020",
"Aug 3, 2020",
"Aug 4, 2020",
"Aug 4, 2020",
"Aug 4, 2020",
"Aug 4, 2020",
"Aug 4, 2020",
"Aug 4, 2020",
"Aug 4, 2020",0.118
"Aug 4, 2020",
"Aug 4, 2020",
"Aug 4, 2020",
"Aug 4, 2020",
"Aug 4, 2020",
"Aug 4, 2020",
"Aug 4, 2020",
"Aug 5, 2020",
"Aug 5, 2020",
"Aug 5, 2020",
"Aug 5, 2020",
"Aug 5, 2020",
"Aug 5, 2020",
"Aug 5, 2020",0.118
"Aug 5, 2020",
"Aug 5, 2020",
"Aug 5, 2020",
"Aug 5, 2020",
"Aug 5, 2020",
"Aug 5, 2020",
"Aug 5, 2020",
"Aug 5, 2020",
"Aug 6, 2020",
"Aug 6, 2020",
"Aug 6, 2020",
"Aug 6, 2020",
"Aug 6, 2020",
"Aug 6, 2020",0.118
"Aug 6, 2020",
"Aug 6, 2020",
"Aug 6, 2020",
"Aug 6, 2020",
"Aug 6, 2020",
"Aug 6, 2020",
"Aug 6, 2020",
"Aug 6, 2020",
"Aug 7, 2020",
"Aug 7, 2020",
"Aug 7, 2020",
"Aug 7, 2020",
"Aug 7, 2020",
"Aug 7, 2020",
"Aug 7, 2020",0.118
"Aug 7, 2020",
"Aug 7, 2020",
"Aug 7, 2020",
"Aug 7, 2020",
"Aug 7, 2020",
"Aug 7, 2020",
"Aug 7, 2020",
"Aug 8, 2020",
"Aug 8, 2020",
"Aug 8, 2020",
"Aug 8, 2020",
"Aug 8, 2020",
"Aug 8, 2020",
"Aug 8, 2020",0.118
"Aug 8, 2020",
"Aug 8, 2020",
"Aug 8, 2020",
"Aug 8, 2020",
"Aug 8, 2020",
"Aug 8, 2020",
"Aug 8, 2020",
"Aug 9, 2020",
"Aug 9, 2020",
"Aug 9, 2020",
"Aug 9, 2020",
"Aug 9, 2020",
"Aug 9, 2020",
"Aug 9, 2020",0.119
"Aug 9, 2020",
"Aug 9, 2020",
"Aug 9, 2020",
"Aug 9, 2020",
"Aug 9, 2020",
"Aug 9, 2020",
"Aug 9, 2020",
"Aug 10, 2020",
"Aug 10, 2020",
"Aug 10, 2020",
"Aug 10, 2020",
"Aug 10, 2020",
"Aug 10, 2020",
"Aug 10, 2020",0.12
"Aug 10, 2020",
"Aug 10, 2020",
"Aug 10, 2020",
"Aug 10, 2020",
"Aug 10, 2020",
"Aug 10, 2020",
"Aug 10, 2020",
"Aug 11, 2020",
"Aug 11, 2020",
"Aug 11, 2020",
"Aug 11, 2020",
"Aug 11, 2020",
"Aug 11, 2020",
"Aug 11, 2020",0.12
"Aug 11, 2020",
"Aug 11, 2020",
"Aug 11, 2020",
"Aug 11, 2020",
"Aug 11, 2020",
"Aug 11, 2020",
"Aug 11, 2020",
"Aug 11, 2020",
"Aug 12, 2020",
"Aug 12, 2020",
"Aug 12, 2020",
"Aug 12, 2020",
"Aug 12, 2020",
"Aug 12, 2020",0.119
"Aug 12, 2020",
"Aug 12, 2020",
"Aug 12, 2020",
"Aug 12, 2020",
"Aug 12, 2020",
"Aug 12, 2020",
"Aug 12, 2020",
"Aug 12, 2020",
"Aug 13, 2020",
"Aug 13, 2020",
"Aug 13, 2020",
"Aug 13, 2020",
"Aug 13, 2020",
"Aug 13, 2020",
"Aug 13, 2020",0.119
"Aug 13, 2020",
"Aug 13, 2020",
"Aug 13, 2020",
"Aug 13, 2020",
"Aug 13, 2020",
"Aug 13, 2020",
"Aug 13, 2020",
"Aug 14, 2020",
"Aug 14, 2020",
"Aug 14, 2020",
"Aug 14, 2020",
"Aug 14, 2020",
"Aug 14, 2020",
"Aug 14, 2020",0.116
"Aug 14, 2020",
"Aug 14, 2020",
"Aug 14, 2020",
"Aug 14, 2020",
"Aug 14, 2020",
"Aug 14, 2020",
"Aug 14, 2020",
"Aug 15, 2020",
"Aug 15, 2020",
"Aug 15, 2020",
"Aug 15, 2020",
"Aug 15, 2020",
"Aug 15, 2020",
"Aug 15, 2020",0.119
"Aug 15, 2020",
"Aug 15, 2020",
"Aug 15, 2020",
"Aug 15, 2020",
"Aug 15, 2020",
"Aug 15, 2020",
"Aug 15, 2020",
"Aug 16, 2020",
"Aug 16, 2020",
"Aug 16, 2020",
"Aug 16, 2020",
"Aug 16, 2020",
"Aug 16, 2020",
"Aug 16, 2020",0.119
"Aug 16, 2020",
"Aug 16, 2020",
"Aug 16, 2020",
"Aug 16, 2020",
"Aug 16, 2020",
"Aug 16, 2020",
"Aug 16, 2020",
"Aug 16, 2020",
"Aug 17, 2020",
"Aug 17, 2020",
"Aug 17, 2020",
"Aug 17, 2020",
"Aug 17, 2020",
"Aug 17, 2020",
"Aug 17, 2020",
"Aug 17, 2020",
"Aug 17, 2020",
"Aug 17, 2020",
"Aug 17, 2020",
"Aug 17, 2020",
"Aug 17, 2020",
"Aug 17, 2020",
"Aug 18, 2020",
"Aug 18, 2020",
"Aug 18, 2020",
"Aug 18, 2020",
"Aug 18, 2020",
"Aug 18, 2020",
"Aug 18, 2020",0.118
"Aug 18, 2020",
"Aug 18, 2020",
"Aug 18, 2020",
"Aug 18, 2020",
"Aug 18, 2020",
"Aug 18, 2020",
"Aug 18, 2020",
"Aug 19, 2020",
"Aug 19, 2020",
"Aug 19, 2020",
"Aug 19, 2020",
"Aug 19, 2020",
"Aug 19, 2020",
"Aug 19, 2020",0.117
"Aug 19, 2020",
"Aug 19, 2020",
"Aug 19, 2020",
"Aug 19, 2020",
"Aug 19, 2020",
"Aug 19, 2020",
"Aug 19, 2020",
"Aug 20, 2020",
"Aug 20, 2020",
"Aug 20, 2020",
"Aug 20, 2020",
"Aug 20, 2020",
"Aug 20, 2020",
"Aug 20, 2020",0.12
"Aug 20, 2020",
"Aug 20, 2020",
"Aug 20, 2020",
"Aug 20, 2020",
"Aug 20, 2020",
"Aug 20, 2020",
"Aug 20, 2020",
"Aug 21, 2020",
"Aug 21, 2020",
"Aug 21, 2020",
"Aug 21, 2020",
"Aug 21, 2020",
"Aug 21, 2020",
"Aug 21, 2020",0.118
"Aug 21, 2020",
"Aug 21, 2020",
"Aug 21, 2020",
"Aug 21, 2020",
"Aug 21, 2020",
"Aug 21, 2020",
"Aug 21, 2020",
"Aug 21, 2020",
"Aug 22, 2020",
"Aug 22, 2020",
"Aug 22, 2020",
"Aug 22, 2020",
"Aug 22, 2020",
"Aug 22, 2020",0.119
"Aug 22, 2020",
"Aug 22, 2020",
"Aug 22, 2020",
"Aug 22, 2020",
"Aug 22, 2020",
"Aug 22, 2020",
"Aug 22, 2020",
"Aug 22, 2020",
"Aug 23, 2020",
"Aug 23, 2020",
"Aug 23, 2020",
"Aug 23, 2020",
"Aug 23, 2020",
"Aug 23, 2020",
"Aug 23, 2020",0.119
"Aug 23, 2020",
"Aug 23, 2020",
"Aug 23, 2020",
"Aug 23, 2020",
"Aug 23, 2020",
"Aug 23, 2020",
"Aug 23, 2020",
"Aug 24, 2020",
"Aug 24, 2020",
"Aug 24, 2020",
"Aug 24, 2020",
"Aug 24, 2020",
"Aug 24, 2020",
"Aug 24, 2020",0.119
"Aug 24, 2020",
"Aug 24, 2020",
"Aug 24, 2020",
"Aug 24, 2020",
"Aug 24, 2020",
"Aug 24, 2020",
"Aug 24, 2020",
"Aug 25, 2020",
"Aug 25, 2020",
"Aug 25, 2020",
"Aug 25, 2020",
"Aug 25, 2020",
"Aug 25, 2020",
"Aug 25, 2020",0.119
"Aug 25, 2020",
"Aug 25, 2020",
"Aug 25, 2020",
"Aug 25, 2020",
"Aug 25, 2020",
"Aug 25, 2020",
"Aug 25, 2020",
"Aug 26, 2020",
"Aug 26, 2020",
"Aug 26, 2020",
"Aug 26, 2020",
"Aug 26, 2020",
"Aug 26, 2020",
"Aug 26, 2020",
"Aug 26, 2020",
"Aug 26, 2020",
"Aug 26, 2020",
"Aug 26, 2020",
"Aug 26, 2020",
"Aug 26, 2020",
"Aug 27, 2020",
"Aug 27, 2020",
"Aug 27, 2020",
"Aug 27, 2020",
"Aug 27, 2020",
"Aug 27, 2020",
"Aug 27, 2020",0.119
"Aug 27, 2020",
"Aug 27, 2020",
"Aug 27, 2020",
"Aug 27, 2020",
"Aug 27, 2020",
"Aug 27, 2020",
"Aug 27, 2020",
"Aug 27, 2020",
"Aug 28, 2020",
"Aug 28, 2020",
"Aug 28, 2020",
"Aug 28, 2020",
"Aug 28, 2020",
"Aug 28, 2020",0.12
"Aug 28, 2020",
"Aug 28, 2020",
"Aug 28, 2020",
"Aug 28, 2020",
"Aug 28, 2020",
"Aug 28, 2020",
"Aug 28, 2020",
"Aug 28, 2020",
"Aug 29, 2020",
"Aug 29, 2020",
"Aug 29, 2020",
"Aug 29, 2020",
"Aug 29, 2020",
"Aug 29, 2020",
"Aug 29, 2020",0.119
"Aug 29, 2020",
"Aug 29, 2020",
"Aug 29, 2020",
"Aug 29, 2020",
"Aug 29, 2020",
"Aug 29, 2020",
"Aug 29, 2020",
"Aug 30, 2020",
"Aug 30, 2020",
"Aug 30, 2020",
"Aug 30, 2020",
"Aug 30, 2020",
"Aug 30, 2020",
"Aug 30, 2020",0.118
"Aug 30, 2020",
"Aug 30, 2020",
"Aug 30, 2020",
"Aug 30, 2020",
"Aug 30, 2020",
"Aug 30, 2020",
"Aug 30, 2020",
"Aug 31, 2020",
"Aug 31, 2020",
"Aug 31, 2020",
"Aug 31, 2020",
"Aug 31, 2020",
"Aug 31, 2020",
"Aug 31, 2020",0.119
"Aug 31, 2020",
"Aug 31, 2020",
"Aug 31, 2020",
"Aug 31, 2020",
"Aug 31, 2020",
"Aug 31, 2020",
"Aug 31, 2020",
"Sep 1, 2020",
"Sep 1, 2020",
"Sep 1, 2020",
"Sep 1, 2020",
"Sep 1, 2020",
"Sep 1, 2020",
"Sep 1, 2020",0.119
"Sep 1, 2020",
"Sep 1, 2020",
"Sep 1, 2020",
"Sep 1, 2020",
"Sep 1, 2020",
"Sep 1, 2020",
"Sep 1, 2020",
"Sep 1, 2020",
"Sep 2, 2020",
"Sep 2, 2020",
"Sep 2, 2020",
"Sep 2, 2020",
"Sep 2, 2020",
"Sep 2, 2020",0.118
"Sep 2, 2020",
"Sep 2, 2020",
"Sep 2, 2020",
"Sep 2, 2020",
"Sep 2, 2020",
"Sep 2, 2020",
"Sep 2, 2020",
"Sep 2, 2020",
"Sep 3, 2020",
"Sep 3, 2020",
"Sep 3, 2020",
"Sep 3, 2020",
"Sep 3, 2020",
"Sep 3, 2020",
"Sep 3, 2020",0.118
"Sep 3, 2020",
"Sep 3, 2020",
"Sep 3, 2020",
"Sep 3, 2020",
"Sep 3, 2020",
"Sep 3, 2020",
"Sep 3, 2020",
"Sep 4, 2020",
"Sep 4, 2020",
"Sep 4, 2020",
"Sep 4, 2020",
"Sep 4, 2020",
"Sep 4, 2020",
"Sep 4, 2020",0.119
"Sep 4, 2020",
"Sep 4, 2020",
"Sep 4, 2020",
"Sep 4, 2020",
"Sep 4, 2020",
"Sep 4, 2020",
"Sep 4, 2020",
"Sep 5, 2020",
"Sep 5, 2020",
"Sep 5, 2020",
"Sep 5, 2020",
"Sep 5, 2020",
"Sep 5, 2020",
"Sep 5, 2020",0.12
"Sep 5, 2020",
"Sep 5, 2020",
"Sep 5, 2020",
"Sep 5, 2020",
"Sep 5, 2020",
"Sep 5, 2020",
"Sep 5, 2020",
"Sep 6, 2020",
"Sep 6, 2020",
"Sep 6, 2020",
"Sep 6, 2020",
"Sep 6, 2020",
"Sep 6, 2020",
"Sep 6, 2020",0.118
"Sep 6, 2020",
"Sep 6, 2020",
"Sep 6, 2020",
"Sep 6, 2020",
