system:time_start,O3_column_number_density
"Jun 30, 2021",
"Jun 30, 2021",
"Jun 30, 2021",
"Jun 30, 2021",
"Jun 30, 2021",
"Jun 30, 2021",
"Jun 30, 2021",0.115
"Jun 30, 2021",
"Jun 30, 2021",
"Jun 30, 2021",
"Jun 30, 2021",
"Jun 30, 2021",
"Jun 30, 2021",
"Jun 30, 2021",
"Jul 1, 2021",
"Jul 1, 2021",
"Jul 1, 2021",
"Jul 1, 2021",
"Jul 1, 2021",
"Jul 1, 2021",
"Jul 1, 2021",0.116
"Jul 1, 2021",
"Jul 1, 2021",
"Jul 1, 2021",
"Jul 1, 2021",
"Jul 1, 2021",
"Jul 1, 2021",
"Jul 1, 2021",
"Jul 2, 2021",
"Jul 2, 2021",
"Jul 2, 2021",
"Jul 2, 2021",
"Jul 2, 2021",
"Jul 2, 2021",
"Jul 2, 2021",0.118
"Jul 2, 2021",
"Jul 2, 2021",
"Jul 2, 2021",
"Jul 2, 2021",
"Jul 2, 2021",
"Jul 2, 2021",
"Jul 2, 2021",
"Jul 2, 2021",
"Jul 3, 2021",
"Jul 3, 2021",
"Jul 3, 2021",
"Jul 3, 2021",
"Jul 3, 2021",
"Jul 3, 2021",0.115
"Jul 3, 2021",
"Jul 3, 2021",
"Jul 3, 2021",
"Jul 3, 2021",
"Jul 3, 2021",
"Jul 3, 2021",
"Jul 3, 2021",
"Jul 3, 2021",
"Jul 4, 2021",
"Jul 4, 2021",
"Jul 4, 2021",
"Jul 4, 2021",
"Jul 4, 2021",
"Jul 4, 2021",
"Jul 4, 2021",0.116
"Jul 4, 2021",
"Jul 4, 2021",
"Jul 4, 2021",
"Jul 4, 2021",
"Jul 4, 2021",
"Jul 4, 2021",
"Jul 4, 2021",
"Jul 5, 2021",
"Jul 5, 2021",
"Jul 5, 2021",
"Jul 5, 2021",
"Jul 5, 2021",
"Jul 5, 2021",
"Jul 5, 2021",0.117
"Jul 5, 2021",
"Jul 5, 2021",
"Jul 5, 2021",
"Jul 5, 2021",
"Jul 5, 2021",
"Jul 5, 2021",
"Jul 5, 2021",
"Jul 6, 2021",
"Jul 6, 2021",
"Jul 6, 2021",
"Jul 6, 2021",
"Jul 6, 2021",
"Jul 6, 2021",
"Jul 6, 2021",0.117
"Jul 6, 2021",
"Jul 6, 2021",
"Jul 6, 2021",
"Jul 6, 2021",
"Jul 6, 2021",
"Jul 6, 2021",
"Jul 6, 2021",
"Jul 7, 2021",
"Jul 7, 2021",
"Jul 7, 2021",
"Jul 7, 2021",
"Jul 7, 2021",
"Jul 7, 2021",
"Jul 7, 2021",0.118
"Jul 7, 2021",
"Jul 7, 2021",
"Jul 7, 2021",
"Jul 7, 2021",
"Jul 7, 2021",
"Jul 7, 2021",
"Jul 7, 2021",
"Jul 7, 2021",
"Jul 8, 2021",
"Jul 8, 2021",
"Jul 8, 2021",
"Jul 8, 2021",
"Jul 8, 2021",
"Jul 8, 2021",0.117
"Jul 8, 2021",
"Jul 8, 2021",
"Jul 8, 2021",
"Jul 8, 2021",
"Jul 8, 2021",
"Jul 8, 2021",
"Jul 8, 2021",
"Jul 8, 2021",
"Jul 9, 2021",
"Jul 9, 2021",
"Jul 9, 2021",
"Jul 9, 2021",
"Jul 9, 2021",
"Jul 9, 2021",
"Jul 9, 2021",0.118
"Jul 9, 2021",
"Jul 9, 2021",
"Jul 9, 2021",
"Jul 9, 2021",
"Jul 9, 2021",
"Jul 9, 2021",
"Jul 9, 2021",
"Jul 10, 2021",
"Jul 10, 2021",
"Jul 10, 2021",
"Jul 10, 2021",
"Jul 10, 2021",
"Jul 10, 2021",
"Jul 10, 2021",0.118
"Jul 10, 2021",
"Jul 10, 2021",
"Jul 10, 2021",
"Jul 10, 2021",
"Jul 10, 2021",
"Jul 10, 2021",
